1798	"<img src=""E8BEA3.png"" />"	bitter			辣腕	らつわん	shrewdness; tact		Spicy . . . bundle.		14			辣	しんらつ【辛らつ】bitter; sharp; acrimonious<br/>あくらつ【悪らつ】crafty; vicious; unscrupulous; sharp<br/>らつわん【辣腕】shrewdness; tact<br/>らっきょう; らっきょ; ラッキョウ; ラッキョ【薤】Japanese leek (Allium chinense) / sour-sweet pickle of Japanese leek	43	ラツ	から.い		1879	0	[sound:RTK1_keyword_jp_1798..mp3]	[sound:RTK1_keyword_en_1798.mp3]
1799	"<img src=""E9809F.png"" />"	quick			速やか	すみやか　【速やか】	quick; swift	quick, bundle, Chaplin, tree, wood, mouth, road	Bundle . . . road.		9	If you find a bundle of money on the road, pick it up quick before anyone notices.	Uh oh. The stork just dropped the bundle of joy in the middle of the road. Somebody save it, quick!	速	そくど【速度】speed; velocity; rate<br/>はやい【捷い】fast; quick; hasty; brisk / early (in the day, etc.); premature / (too) soon; not yet; (too) early / easy; simple; quick<br/>かそく【加速】acceleration; speeding up<br/>きゅうそく【急速】rapid (e.g. progress)<br/>こうそく【高速】high speed; high gear / highway; freeway; expressway; motorway<br/>さっそく【早速】at once; immediately; without delay; promptly<br/>そく【速】gear; speed (e.g. 4-speed transmission)<br/>げんそく【減速】deceleration<br/>かいそく【快速】high speed; celerity; mobility / rapid-service train (not as fast as express); rapid train<br/>じそく【時速】speed (per hour)<br/>こうそく【光速】speed of light<br/>じんそく【迅速】quick; fast; rapid; swift; prompt; streamlined; expedited; expeditious<br/>ぜんそくりょく【全速力】full speed<br/>はやめる【早める】to hasten; to quicken; to expedite; to precipitate; to accelerate<br/>かそくど【加速度】acceleration<br/>びょうそく【秒速】per second<br/>そくりょく【速力】speed<br/>すみやか【速やか】speedy; prompt; smooth<br/>おんそく【音速】speed of sound<br/>しんそく【神速】great speed; extreme speed; swiftness	43	ソク	はや.い, はや-, はや.める, すみ.やか	1669	352	2	[sound:RTK1_keyword_jp_1799..mp3]	[sound:RTK1_keyword_en_1799.mp3]
1800	"<img src=""E695B4.png"" />"	organize			整う	ととのう	to be prepared; to be in order; to be put in order; to be arranged	organise, bundle, Chaplin, tree, wood, mouth, taskmaster, correct, one, ceiling, stop, footprint	Bundle . . . taskmaster . . . correct.		16	Recycling in Japan, you have to make sure all your bundles are organized correctly otherwise the taskmasters won´t accept them.	When a bundle of taskmasters organize something chances are it won´t be done correctly because they are constantly arguing.	整	せいび【整備】maintenance; servicing / putting in place; establishment; development; preparation; provision; outfitting<br/>ととのえる【整える】to put in order; to arrange; to adjust / to get ready; to prepare / to raise money<br/>せいり【整理】sorting; arrangement; organization; putting in order; adjustment; regulation / liquidation; settlement; consolidation; clearance (e.g. debt); paying off / retrenchment; curtailment; cutting down; disposal<br/>ととのう【整う】to be prepared; to be in order; to be put in order; to be arranged<br/>ちょうせい【調整】adjustment; regulation; coordination; reconciliation; tuning; fixing; tailoring<br/>せいれつ【整列】standing in a row; forming a line; alignment<br/>せいとん【整頓】orderliness; put in order; tidying up; arranging neatly<br/>きんせい【均整】symmetry; balance; proportion; uniformity<br/>せいぜん【整然】orderly; regular; systematic; well-organized; well-organised; trim; tidy; accurate<br/>たんせい【端整】shapely; graceful<br/>せいごう【整合】adjustment; coordination; integration; conformity<br/>せいけい【整形】orthopedics; plastic surgery; cosmetic surgery / smoothing (bursty traffic, etc.); shaping; fairing<br/>せいりゅう【整流】rectification / commutation<br/>せいち【整地】soil preparation<br/>しゅうせい【修整】adjustment; retouching (in photography)<br/>せいけいげか【整形外科】orthopaedic surgery; plastic surgery<br/>せいはつ【整髪】hairdressing<br/>ふせいみゃく【不整脈】irregular pulse; arrhythmia<br/>せいすう【整数】integer; whole number<br/>せいちょう【整調】tuning (e.g. instruments) / stroke oar; head oarsman	43	セイ	ととの.える, ととの.う	1670	345	2	[sound:RTK1_keyword_jp_1800..mp3]	[sound:RTK1_keyword_en_1800.mp3]
1801	"<img src=""E589A3.png"" />"	saber			剣道	けんどう	kendo; swordmanship; fencing; way of the sword	sabre, saber, awl, fit, meeting, umbrella, mouth, person, sword, sabre, saber	<i>Awl</i> . . . <i>saber</i>. As we promised way back in frame 87, here at last is the kanji on which the primitive element of the same name is based.		10	If it helps, make the awl primitive ice pick instead. They´re basically the same thing. This kanji is an easy David vs. Goliath story of the icepick vs. the saber...	"Every self-respecting ninja knows the story of ""The Awl and the Sabre"". According to the legend, a woman once defended herself by using an awl against a sabre! She used to work all day with that awl. However, the bandit using the sabre had no skill. And thus the awl beat the sabre. And from there the saying goes : ""The sabre is powerless against the awl, if one can´t use the sabre.""."	剣	しんけん【真剣】seriousness; earnestness / real sword (as opposed to unsharpened or wooden practice weapon)<br/>たんけん【短剣】short sword; dagger; stiletto / hour hand (of a clock)<br/>ながだち【長剣】ancient longsword<br/>ちょうけん【長剣】long sword / minute hand (of a clock)<br/>けんどう【剣道】kendo; swordmanship; fencing; way of the sword<br/>けんし【剣士】swordsman; swordswoman; fencer<br/>けんじゅつ【剣術】fencing<br/>けんまく【剣幕】threatening attitude; menacing look; angry look<br/>しゅりけん【手裏剣】shuriken; small throwing blade; small edged weapon often used for throwing; throwing star<br/>けんさき【剣先】point of a sword<br/>げきけん; げっけん【撃剣】fencing; kendo<br/>けんのん【剣呑】risky; dangerous; insecure<br/>けんげき【剣戟】weapons; arms / fighting with swords; sword fight<br/>けんぶ【剣舞】sword dance<br/>かいけん【懐剣】dagger<br/>けんかく; けんきゃく【剣客】fencer; swordsman<br/>じゅうけん【銃剣】bayonet / guns and swords<br/>ほうけん【宝剣】treasured sword<br/>とうけん【刀剣】sword; dagger; knife; bayonet<br/>ぼっけん; ぼくけん; もくけん; もっけん【木剣】bokken; wooden sword	43	ケン	つるぎ	1671	1372	1	[sound:RTK1_keyword_jp_1801..mp3]	[sound:RTK1_keyword_en_1801.mp3]
1802	"<img src=""E999BA.png"" />"	precipitous			険しい	けわしい	precipitous; rugged; inaccessible; impregnable; steep / grim; severe; stern	precipitous, pinnacle, parthenon, acropolis, awl, fit, meeting, umbrella, mouth, person	Pinnacle . . . awl.		11	The edge of The Pinnacle is precipitous, so they have a guard posted with an ice pick to poke people and keep them from the edge.	Well I have someone climbing an inflatable precipitous pinnacle. Once at the top it is so precipitous that the person is afraid to climb down and instead punctures the inflatable pinnacle with an awl to get safely and slowly back to the ground.	険	きけん【危険】danger; peril; hazard / risk<br/>ぼうけん【冒険】risk; venture; adventure<br/>けわしい【嶮しい】precipitous; rugged; inaccessible; impregnable; steep / grim; severe; stern<br/>ほけん【保険】insurance; guarantee<br/>けん【嶮】steepness; steep place / harsh (look); sharp (tongue)<br/>さが【嵯峨】precipitous<br/>けんあく【険悪】dangerous; serious; gloomy; perilous; threatening; stormy<br/>いんけん【陰険】tricky; wily; treacherous<br/>たんけん【探検】exploration; expedition<br/>じゃけん【邪慳】cruelty; hard-heartedness<br/>しゅんけん【峻嶮】steep; precipitous<br/>けんそ【嶮岨】precipice; steep (e.g. mountain pass)<br/>けんろ【嶮路】steep path<br/>けんそう【険相】forbidding look; uncanny look<br/>てんけん【天嶮】natural defences; natural defenses; steep place<br/>けんしゅん【剣峻】steep; precipitous<br/>けんなん【嶮難】steep; dangerous<br/>けんのん【剣呑】risky; dangerous; insecure	43	ケン	けわ.しい	1672	689	2	[sound:RTK1_keyword_jp_1802..mp3]	[sound:RTK1_keyword_en_1802.mp3]
1803	"<img src=""E6A49C.png"" />"	examination			検討	けんとう	examination and consideration	examination, tree, wood, awl, fit, meeting, umbrella, mouth, person	Tree . . . awl.		12	You´re giving a TREE an EXAMINATION. You take a wood sample from the TREE with an AWL (cmp exam (#1278)).	Don´t confuse with exam (#1278), test (#354), evaluate (#1487). Think of examination as a doctor´s examination. You´re having problems getting wood in bed. You go in for a doctor´s examination. The doctor shoves an icepick into your manhood as part of the examination.	検	けんじ【検事】public prosecutor<br/>けんさ【検査】inspection (e.g. customs, factory); examination; scan (e.g. MRI, PET, etc.)<br/>てんけん【点検】inspection; examination; checking<br/>けんとう【検討】consideration; examination; investigation; study; scrutiny; discussion; analysis; review<br/>たんけん【探検】exploration; expedition<br/>けんもん【検問】inspection; examination; check<br/>けんぶん【検分】inspection; examination; survey<br/>けんさく【検索】looking up (e.g. a word in a dictionary); retrieval (e.g. data); searching for; referring to<br/>けんえつ【検閲】censorship; inspection; examination / to censor; to inspect (in order to censor); to review (in order to censor)<br/>けんしゅつ【検出】detection; sense (e.g. sensor)<br/>けんし【検屍】autopsy; inquest; investigation of death<br/>けんしょう【検証】verification; inspection<br/>けんし【検屍】autopsy; inquest; investigation of death<br/>あらためる【改める】to change; to alter; to revise; to replace / to reform; to correct; to mend; to improve / to examine; to check; to inspect / to do properly; to do formally<br/>けんさつちょう【検察庁】Public Prosecutor's Office<br/>けんきょ【検挙】arrest; roundup<br/>けんえき【検疫】quarantine; medical inspection<br/>けんさつ【検察】examination; prosecutor<br/>ちけん【地検】District Public Prosecutor's Office<br/>けんさかん; けんしょうかん【検査官】inspector; examiner; auditor	43	ケン	しら.べる	1673	690	2	[sound:RTK1_keyword_jp_1803..mp3]	[sound:RTK1_keyword_en_1803.mp3]
1804	"<img src=""E580B9.png"" />"	frugal			倹約	けんやく　【倹約】	economy; frugality	frugal, person, awl, fit, meeting, umbrella, mouth, person, person2	Person . . . awl.		10	Mr. T is as frugal as they come. He uses his one ice pick for everything: to eat, pick his teeth, clean his toilet, kill people, cook, etc.	The Dalai Lama is a very frugal monk and a fit person for being 73...　RTK2:　ケン　倹約　けんやく (economizing)...　　　　　　　　　　　　Pure Group:　剣1671　険1672　権1673　験1980.	倹	けんやく【倹約】thrift; economy; frugality<br/>きんけん【勤倹】industry; diligence; frugality<br/>せっけん【節倹】economy; thrift<br/>きょうけん【恭倹】respectfulness and modesty; deference<br/>けんそ【倹素】economical and simple	43	ケン	つま.しい, つづまやか	1674	1361	1	[sound:RTK1_keyword_jp_1804..mp3]	[sound:RTK1_keyword_en_1804.mp3]
1805	"<img src=""E9878D.png"" />"	heavy			重い	おもい	heavy	heavy, thousand, computer, rice field, brains, soil, dirt, ground	<i>Thousand</i> . . . <i>ri</i>. Note how the long vertical stroke doubles up to serve both elements.		9	The first computer in the world was as heavy as thousand computers are now.	"To me it looks like a car with two extra wheels, like a truck. As it is a very heavy vehicle I suggest an image of a huge mining truck, like the yellow Liebherr T282B. Remember that the first ""wheel"" is a bit bent. http://www.primidi.com/2004/06/21.html."	重	おもい【重い】heavy; weighty; massive / heavy (feeling); depressed; gloomy; blue; uneasy / slow; sluggish; lumbering; ponderous; clumsy / important; serious; grave / serious; severe; critical / solid; established; dignified; sensible<br/>おも【主】chief; main; principal; important / main secondary or supporting role (in kyogen)<br/>じゅう【重】multi-tiered food box; stacked boxes / heavy / serious; extreme / -fold; -ply<br/>え【重】-fold; -ply<br/>じゅうよう【重要】important; momentous; essential; principal; major<br/>かさねる【重ねる】to pile up; to put something on top of another; to stack up / to repeat many times over; to go through something repeatedly<br/>しんちょう【慎重】careful; cautious; prudent; discreet; deliberate<br/>かさなる【重なる】to be piled up; to lie on top of one another / to come one after another; to happen over and over; to pile up (e.g. stress); to accumulate / to overlap (each other); to occur at the same time; to happen simultaneously<br/>おもなる【主なる】main; principal; important<br/>じゅうりょく【重力】gravity<br/>じゅうだい【重大】serious; important; significant; grave; weighty<br/>たいじゅう【体重】body weight; one's weight<br/>きちょう【貴重】precious; valuable<br/>げんじゅう【厳重】strict; rigour; rigor; severe; firm; strong; secure<br/>おもみ【重み】importance; weight; dignity; emphasis<br/>じゅうりょう【重量】weight / heavyweight boxer<br/>おもおもしい【重々しい】serious; grave; dignified; solemn<br/>おもたい【重たい】heavy; massive; serious; important; severe; oppressed<br/>やえ【八重】multilayered; doubled<br/>おもくるしい【重苦しい】heavy; gloomy; awkward; cumbrous; oppressive; leaden	43	ジュウ, チョウ	え, おも.い, おも.り, おも.なう, かさ.ねる, かさ.なる, おも	1675	326	3	[sound:RTK1_keyword_jp_1805..mp3]	[sound:RTK1_keyword_en_1805.mp3]
1806	"<img src=""E58B95.png"" />"	move			動く	うごく	move	move, heavy, thousand, ri, computer, power, muscle, arnold	Heavy . . . muscle.		11	Even though the furniture is heavy, it´ll be easy to move with all the muscles that he has.	His MUSCLES are so HEAVY, he barely can move...thats ironic.	動	うごき【動き】movement; move; motion / trend; development; change; fluctuation<br/>うごかす【動かす】to move; to shift; to stir; to budge; to change position / to inspire; to rouse; to move (e.g. feeling); to influence / to change; to alter; to deny / to operate; to set in motion; to get going / to mobilize (e.g. troops); to mobilise; to deploy / to manage (e.g. funds)<br/>こうどう【行動】action; conduct; behaviour; behavior; mobilization; mobilisation<br/>いどう【移動】movement; transfer; migration; removal; travel / mobile; moving; traveling; travelling; roving<br/>うんどう【運動】exercise; physical training; work-out / appeal; campaign; drive; crusade; movement; lobbying / motion; movement<br/>かつどう【活動】action; activity / movie (esp. during the silent movie period)<br/>どうぶつ【動物】animal<br/>どうよう【動揺】shaking; trembling; pitching; rolling; oscillation / disturbance; unrest; agitation; excitement; commotion; turmoil; discomposure; feeling shaken<br/>どうさ【動作】action; movements; motions; bearing; behaviour; behavior; execution; actuation; operation; manners<br/>かんどう【感動】being deeply moved emotionally; excitement; passion; deep emotion; impression<br/>じどうしゃ【自動車】automobile<br/>しょうどう【衝動】impulse; impetus; urge<br/>じどう【自働】automatic; self-motion / intransitive verb<br/>しんどう【振動】oscillation; vibration<br/>みうごき【身動き】moving about; stirring about<br/>しんどう【震動】shock; tremor; impact; vibration<br/>さどう【作動】operation; functioning; running<br/>こどう【鼓動】beat; palpitation; pulsation; throbbing<br/>どうき【動機】motive; incentive / motif<br/>きどう【機動】maneuver (usu. of military force); manoeuvre / mobile; nimble; agile; quick to respond	43	ドウ	うご.く, うご.かす	1676	384	3	[sound:RTK1_keyword_jp_1806..mp3]	[sound:RTK1_keyword_en_1806.mp3]
1807	"<img src=""E885AB.png"" />"	tumor			腫	しゅ	tumor; tumour	tumour, moon, month, flesh, part of the body, heavy, thousand, ri, computer	Flesh . . . heavy.		13	A tumor is a useless body part that is nothing but heavy.	When flesh clumps together and gets heavy, it forms a tumor.	腫	しゅ【腫】tumor; tumour<br/>はれる【脹れる】to swell (from inflammation); to become swollen<br/>はれ【脹れ】swelling; boil<br/>しゅもつ【腫物】tumor; tumour; swelling<br/>はれもの【腫物】tumor; tumour; swelling<br/>はれあがる【腫れ上がる】to swell up<br/>しゅよう【腫瘍】tumor; tumour; neoplasm; neoplasia<br/>にくしゅ【肉腫】sarcoma<br/>はれぼったい【脹れぼったい】puffy; somewhat swollen<br/>なきはらす【泣きはらす】to weep one's eyes out<br/>むくみ; ふしゅ【浮腫】swelling; edema; oedema<br/>はらす【腫らす】to cause to swell; to inflame<br/>はれもの【腫物】tumor; tumour; swelling<br/>すいしゅ【水腫】dropsy; edema; oedema<br/>のうしゅよう【脳腫瘍】brain tumor; brain tumour<br/>がんしゅ【癌腫】carcinoma<br/>むくむ【浮腫む】to swell; to become swollen; to be puffy (e.g. face from lack of sleep); to be bloated (esp. from fluid retention)<br/>しゅちょう【腫脹】swelling<br/>リンパしゅ【リンパ腫】lymphoma<br/>はいきしゅ【肺気腫】pulmonary emphysema	43	シュ, ショウ	は.れる, は.れ, は.らす, く.む, はれもの	2467	1767	0	[sound:RTK1_keyword_jp_1807..mp3]	[sound:RTK1_keyword_en_1807.mp3]
1808	"<img src=""E58BB2.png"" />"	meritorious deed			殊勲	しゅくん	meritorious deeds	meritorious deed, move, heavy, thousand, ri, computer, power, muscle, arnold, oven-fire, barbecue	<i>Move</i> . . . <i>oven fire</i>. So as not to confuse this kanji with the general character for <i>merit</i> (Frame 1369), you may associate the key word with military decorations and medals of distinction, both of which it is used for.		15	A meritorious deed? Like moving a damsel in distress out of a fire, maybe.	Prometheus did a meritous deed for humanity by MOVING FIRE from the gods to us humans.	勲	くんしょう【勲章】decoration; order; medal<br/>ぶくん【武勲】deeds of arms<br/>じょくん【叙勲】conferring of decorations<br/>くんこう【勲功】merits; distinguished services<br/>くん【勲】merit (esp. order of merit)<br/>いさお【功】distinguished service; meritorious service<br/>しゅくん【殊勲】meritorious deeds<br/>くんしゃく【勲爵】peerage and order of merit<br/>げんくん【元勲】elder statesman<br/>くんいっとう【勲一等】order of the 1st class<br/>きんしくんしょう【金鵄勲章】The Order of the Golden Kite (Japanese military award)<br/>しゅくんしょう【殊勲賞】outstanding performance award; outstanding performance prize; most valuable player award / Outstanding Performance Award / Distinguished Service Medal (e.g. military: US, UK, etc.)<br/>いくん【偉勲】great achievement<br/>くんとう【勲等】the Order of Merit	43	クン	いさお	1677	1893	1	[sound:RTK1_keyword_jp_1808..mp3]	[sound:RTK1_keyword_en_1808.mp3]
1809	"<img src=""E5838D.png"" />"	work			働く	はたらく	work	work, person, move, heavy, thousand, ri, computer, power, muscle, arnold	<i>Person</i> . . . <i>move</i>. Do not confuse with <i>labor</i> (Frame 924).		13	Mr. T´s real line of work is for a moving company.	"Mr T, move. Mr Ts new exercise video called ""Work it suckaz"". Here is shouting ""move it work it move work it!""."	働	はたらく【働く】to work; to labor; to labour / to function; to operate; to be effective; to work (i.e. ... works); to come into play / to commit (e.g. a crime); to perpetrate; to do; to act; to practise; to practice / to be conjugated<br/>ろうどう【労働】manual labor; manual labour; toil; work / Labour Party<br/>はたらき【働き】work; labor; labour / achievement; performance; ability; talent / salary; income; earnings / action; activity; workings; function; operation; movement; motion / conjugation; inflection<br/>かどう【稼働】operation (of machine); operating; running; working<br/>はたらきかける【働きかける】to work on someone; to influence; to exert influence on; to seek action from; to appeal to / to begin to work<br/>はたらかす【働かす】to put someone to work; to make someone work<br/>したばたらき【下働き】subordinate work; assistant; servant<br/>たちはたらく【立ち働く】to go about one's work<br/>じゅうろうどう【重労働】heavy labor; heavy labour; hard labor (in prison); hard labour<br/>べつどうたい【別働隊】flying column; detached force<br/>はたらきもの【働き者】hard worker; hardworking person<br/>はたらきかけ【働きかけ】pressure; encouragement; urging; promoting<br/>なかばたらき【仲働き】maid working for both the living quarter and kitchen<br/>はたらきて【働き手】worker; breadwinner; supporter / able person; able man; productive worker<br/>ろうどうとう【労働党】Labour Party; Labor Party; worker's party<br/>じつどう【実働】actual work<br/>はたらかせる【働かせる】to put someone to work; to make someone work / to use; to apply; to exert; to exercise (restraint, one's imagination, one's brain, etc.)<br/>ともばたらき【共働き】(husband and wife) both working; dual income<br/>はたらきばち; はたらきバチ【働きバチ】worker bee / hard worker<br/>きばたらき【気働き】taking appropriate action; tact	43	ドウ, リュク, リキ, ロク, リョク	はたら.く	1678	585	3	[sound:RTK1_keyword_jp_1809..mp3]	[sound:RTK1_keyword_en_1809.mp3]
1810	"<img src=""E7A8AE.png"" />"	species			種類	しゅるい	species; kind	species, wheat, cereal, heavy, thousand, ri, computer	Wheat . . . heavy.		14	After the whole low-carb craze, scientists developed a new low-carb species of wheat, so that dieters could eat it without getting heavier.	"This kanji also means ""Seed."" STORY: Scientists have developed a new SPECIES of WHEAT that has large HEAVY seeds. Now we can feed the world."	種	しゅ【種】kind; variety / (biological) species / (logical) species<br/>たね【種】seed; pip; kind; variety; quality; tone / material; matter; subject; theme; (news) copy; leaven (bread) / cause; source; trick; secret; inside story<br/>くさ【種】cause; seed; origin / variety; kind / counter for varieties<br/>いっしゅ; ひとくさ【一種】species; kind; variety<br/>しゅるい【種類】variety; kind; type; category / counter for different sorts of things<br/>しゅぞく【種族】race; tribe; family; species<br/>しゅじゅ; くさぐさ【種々】variety<br/>じんしゅ【人種】race (of people) / type of person<br/>かくしゅ【各種】every kind; all sorts<br/>しゅし【種子】seed; pit<br/>しぐさ【仕種】action; acting; gesture; bearing; treatment; behavior; behaviour<br/>ひだね【火種】live coals (for firelighting); remains of fire / cause (of disturbance, conflict, etc.); trigger<br/>きしゅ【機種】type of equipment; model<br/>べっしゅ【別種】another kind; distinct species; variety<br/>どうしゅ【同種】same kind (race); homogeneousness<br/>しゅもく【種目】event; item of business<br/>いしゅ【異種】different kind (species, variety); heterologous; heterogenous<br/>たしゅ【多種】many kinds; various<br/>しんしゅ【新種】new species; new variety<br/>ざっしゅ【雑種】hybrid; crossbreed; mongrel	43	シュ	たね, -ぐさ	1679	531	2	[sound:RTK1_keyword_jp_1810..mp3]	[sound:RTK1_keyword_en_1810.mp3]
1811	"<img src=""E8A19D.png"" />"	collide			衝突	しょうとつ	collision; crash; running into / conflict; quarrel; clashing	collide, boulevard, going, heavy, thousand, ri, computer	Boulevard . . . heavy.		15	Two heavy trucks in a game of chicken collide while racing toward each other on the boulevard.	衝 【しょう】 (n) (1) important point (e.g. on a route); (2) important role (responsibility, etc.); (3) (astronomical) opposition. STORY:Two HEAVY trucks are playing a game of chicken on the BOULEVARD. However, they both missed the IMPORTANT POINT: that they have to turn in different directions. Naturally, they COLLIDE when they both turn in the same direction. (ty dingomick).	衝	しょうげき【衝撃】shock; crash; impact; ballistic<br/>しょうどう【衝動】impulse; impetus; urge<br/>しょうとつ【衝突】collision; crash; running into / conflict; quarrel; clashing<br/>しょうげきは【衝撃波】shock wave<br/>つく【捺く】to prick; to stab / to poke; to prod; to push; to thrust; to nudge; to hit; to strike / to use (a cane); to prop oneself up with; to press against (the floor, etc.) / to attack / to brave (the rain, etc.)<br/>ついたて【衝立】partitioning screen<br/>かんしょう【緩衝】buffered<br/>せっしょう【折衝】negotiation<br/>ようしょう【要衝】important point; strategic position; key point<br/>しょうしん【衝心】(beriberi-caused) heart failure	43	ショウ	つ.く	1680	1953	1	[sound:RTK1_keyword_jp_1811..mp3]	[sound:RTK1_keyword_en_1811.mp3]
1812	"<img src=""E896AB.png"" />"	fragrant			薫	くん	pleasant smell; aroma; fragrance; scent	fragrant, flowers, heavy, thousand, ri, computer, oven-fire, barbecue	<i>Flowers</i> . . . <i>heavy</i> . . . <i>oven fire</i>. Do not confuse with <i>incense</i> (Frame 977) or <i>perfumed</i> (Frame 532).		16	Do you know how they make those FRAGRANT air fresheners? Well you take some FLOWERS, compress them with a HEAVY weight, and put them on an OVEN FIRE for a while... (cmp perfume (#493)).	The heavier the flowers the stronger their fragrance when you burn them.	薫	くん【薫】pleasant smell; aroma; fragrance; scent / pleasant-smelling vegetation<br/>かおり【薫】aroma; fragrance; scent; smell<br/>かおり【薫】aroma; fragrance; scent; smell<br/>くんとう【薫陶】education; training; discipline<br/>かおる【薫る】to smell sweet; to be fragrant<br/>くんぷう【薫風】balmy breeze; summer breeze<br/>くんせい【熏製】smoked food; smoking (fish, meat, etc.) / smoked<br/>くんこう【薫香】incense; fragrance<br/>くんせん【薫染】good influence<br/>たきもの【薫物】mixture of frangrant woods, etc. used for making incense<br/>くんずる【薫ずる】to be fragrant<br/>くんいく【薫育】moral influence; moral education	43	クン	かお.る	1681	1997	1	[sound:RTK1_keyword_jp_1812..mp3]	[sound:RTK1_keyword_en_1812.mp3]
1813	"<img src=""E79785.png"" />"	ill			病気	びょうき	illness	ill, sickness, hospital, third class, one, ceiling, inside	Sickness . . . third class.		10	Caveman got ill after flying third class. The cabin air and food got to him. (Primitive: these all got MUCH easier when using CAVEMAN instead. ).	If you hang around a third class hospital, you´ll get ill with the sickness everyone else has.	病	びょういん【病院】hospital<br/>びょうき【病気】illness; disease; sickness<br/>いたずき; いたつき; いたづき【労き】pain; trouble / illness<br/>びょう【病】disease; -pathy<br/>やまい【病】illness; disease / bad habit; weakness; fault<br/>びょうしつ【病室】sickroom; hospital room<br/>びょうにん【病人】sick person; patient; invalid<br/>おくびょう【憶病】cowardice; timidity<br/>やむ【病む】to fall ill; to be ill<br/>かんびょう【看病】nursing (a patient)<br/>びょうてき【病的】abnormal<br/>びょうし【病死】death from disease; death from illness<br/>おくびょうもの【臆病者】coward<br/>びょうしょう【病床】sickbed<br/>びょうとう【病棟】(hospital) ward<br/>せいしんびょう【精神病】mental illness; psychosis<br/>えきびょう; やくびょう【疫病】infectious disease; plague; epidemic<br/>はいびょう【肺病】lung disease; chest trouble; pulmonary tuberculosis<br/>じびょう【持病】chronic disease<br/>びょうじょう【病状】patient's condition; pathology	44	ビョウ, ヘイ	や.む, -や.み, やまい	1682	404	3	[sound:RTK1_keyword_jp_1813..mp3]	[sound:RTK1_keyword_en_1813.mp3]
1814	"<img src=""E797B4.png"" />"	stupid			音痴	おんち	tone-deafness; amusia; having no ear for music / tone-deaf; off-key / having no sense (of something); being hopeless (when it comes to something)	stupid, sickness, hospital, know, dart, drop, heavens, mouth	Know . . . sickness.		13	Of course caveman is stupid. He doesn´t know anything. He´s a caveman!	"This kanji shows stupidity as a ""knowledge-sickness"". Everybody can be stupid at times, and it usually happens because of a lack of experience. Hence the stupidity is a ""knowledge sickness""."	痴	ぐち【愚痴】idle complaint; grumble / moha (ignorance, folly)<br/>たわけ【戯け】tomfoolery; foolish act; nonsense / fool; idiot<br/>はくち【白痴】idiot; retard; idiocy; profound mental retardation<br/>ちかん【痴漢】masher; molester; pervert<br/>ちたい【痴態】foolishness; silliness<br/>おんち【音痴】tone-deafness; amusia; having no ear for music / tone-deaf; off-key / having no sense (of something); being hopeless (when it comes to something)<br/>ちほう【痴ほう】dementia<br/>ぐちる【愚痴る】to complain; to grumble<br/>ちじょう【痴情】being struck mad by love; foolish passion; blind love; infatuation; jealousy<br/>ちわげんか【痴話げんか】lover's quarrel<br/>ちわ【痴話】lovers talk; sweet nothings<br/>じょうち【情痴】being struck mad by love; blind love<br/>ちぐ【痴愚】imbecility; idiocy<br/>しれもの【痴れ者】fool; dunce; idiot<br/>らんちきさわぎ【乱痴気騒ぎ】boisterous merrymaking; racket; spree<br/>ちじん【痴人】dunce; fool; idiot<br/>しれごと【痴れ言】foolish talk; nonsense; gibberish	44	チ	し.れる, おろか	1683	1781	1	[sound:RTK1_keyword_jp_1814..mp3]	[sound:RTK1_keyword_en_1814.mp3]
1815	"<img src=""E79798.png"" />"	pox			天然痘	てんねんとう	smallpox; variola	pox, sickness, hospital, beans, table, one, mouth	Sickness . . . beans.		12	Caveman has horrible pox. They look like edamame beans oozing bight green paste.	Pox is a sickness which symptoms include bean-shaped bumps on the skin.	痘	あばた; とうこん【痘痕】pockmark<br/>いも【痘】smallpox; variola / pockmark; pock<br/>てんねんとう【天然痘】smallpox; variola<br/>しゅとう【種痘】(smallpox) vaccination; inoculation<br/>とうそう; もがさ; おやく【御厄】smallpox; variola	44	トウ		1684	1683	1	[sound:RTK1_keyword_jp_1815..mp3]	[sound:RTK1_keyword_en_1815.mp3]
